0,0
0.01,625.648
0.018,1126.167
0.028,1088.769
0.038,1051.372
0.042,1036.413
0.048,1017.938
0.053,1002.543
0.06,1000.93
0.07,998.78
0.08,996.629
0.09,994.479
0.1,992.328
0.11,990.178
0.116,988.995
0.124,990.291
0.134,991.775
0.142,993.15
0.151,994.436
0.158,995.649
0.17,997.469
0.187,1000.199
0.213,1004.293
0.252,1010.435
0.302,1018.291
0.352,1026.148
0.402,1034.004
0.452,1041.861
0.504,1049.961
0.554,1057.844
0.604,1065.728
0.654,1073.611
0.704,1081.495
0.754,1089.378
0.794,1095.685
0.844,1107.898
0.894,1120.11
0.944,1132.323
0.994,1144.535
1.002,1146.489
1.014,1148.684
1.032,1151.976
1.059,1156.914
1.099,1164.321
1.149,1173.466
1.199,1182.611
1.249,1191.756
1.252,1192.213
1.256,1192.907
1.261,1193.948
1.27,1195.51
1.282,1197.853
1.301,1201.368
1.33,1206.639
1.373,1214.546
1.423,1223.802
1.473,1233.058
1.499,1237.937
1.539,1241.627
1.589,1246.294
1.639,1250.961
1.689,1255.629
1.739,1260.296
1.753,1261.646
1.775,1262.571
1.807,1263.957
1.856,1266.037
1.906,1268.168
1.912,1268.42
1.921,1267.762
1.934,1266.775
1.954,1265.295
1.984,1263.075
2.029,1259.744
2.079,1256.043
2.095,1254.872
2.119,1248.016
2.154,1237.731
2.204,1223.28
2.254,1208.828
2.304,1194.377
2.354,1179.925
2.404,1165.473
2.454,1151.022
2.504,1136.57
2.511,1134.635
2.521,1131.637
2.536,1127.141
2.559,1120.396
2.593,1110.278
2.643,1095.355
2.693,1080.431
2.743,1065.507
2.772,1056.734
2.816,1040.245
2.866,1021.546
2.916,1002.847
2.966,984.148
3.012,966.98
3.062,954.969
3.112,942.959
3.153,933.11
3.203,878.865
3.217,863.677
3.238,850.701
3.27,831.238
3.291,817.953
3.323,778.942
3.34,758.681
3.365,704.345
3.403,622.841
3.453,514.71
3.488,438.613
3.538,318.216
3.552,284.505
3.573,255.127
3.598,220.153
3.635,186.786
3.657,167.655
3.689,149.859
3.738,123.165
3.746,118.544
3.759,111.4
3.777,100.683
3.806,84.608
3.848,60.496
3.88,42.337
3.928,27.654
3.978,12.325
3.996,6.774
4.023,5.37
4.064,3.263
4.114,0.678
4.127,0
