time_s,stage,baro_alt_m,baro_pres_hpa,gps_alt_m,gps_lat_deg,gps_lon_deg,gps_vel_z_m_s,gps_sat_count
91.848,0,-501.19,933.42,-494.87,39.5581207,-76.7329788,-5.80,21
94.280,0,-512.03,934.64,-510.01,39.5579376,-76.7330627,-6.09,21
96.453,0,-520.64,935.61,-513.05,39.5578957,-76.7330780,-6.07,21
98.917,0,-543.52,938.19,-534.79,39.5576134,-76.7330704,-6.06,22
101.939,0,-555.46,939.54,-547.33,39.5574722,-76.7330170,-6.43,22
104.339,0,-576.67,941.94,-568.56,39.5573578,-76.7328491,-5.91,22
107.406,0,-589.38,943.38,-579.74,39.5573349,-76.7327728,-5.46,21
109.415,0,-603.12,944.94,-596.98,39.5573158,-76.7327423,-5.72,22
111.887,0,-613.59,946.13,-606.03,39.5573196,-76.7327728,-5.93,22
114.253,0,-632.66,948.30,-634.40,39.5572014,-76.7329636,-5.38,22
116.264,0,-647.75,950.02,-639.80,39.5571404,-76.7329941,-5.39,21
119.078,0,-654.59,950.80,-644.72,39.5570755,-76.7330017,-5.09,21
121.324,0,-670.95,952.67,-662.77,39.5569191,-76.7328720,-5.14,21
124.533,0,-688.87,954.72,-2.56,39.5568962,-76.7328339,-5.18,21
127.818,0,-701.17,956.13,-25.74,39.5568390,-76.7327271,-4.15,22
129.842,0,-709.98,957.14,-33.96,39.5568275,-76.7327423,-4.18,22
133.326,0,-728.96,959.32,-49.21,39.5567627,-76.7328186,-5.32,21
135.591,0,-728.96,959.32,-49.21,39.5567627,-76.7328186,-5.32,21
137.759,0,-756.14,962.45,-79.01,39.5564232,-76.7328949,-5.94,22
140.002,0,-768.54,963.88,-87.74,39.5563087,-76.7328491,-5.72,21
142.308,0,-779.80,965.18,-101.61,39.5561752,-76.7327347,-5.61,21
144.316,0,-794.93,966.93,-115.57,39.5561295,-76.7325974,-5.61,22
146.343,0,-804.44,968.03,-127.68,39.5561104,-76.7325211,-6.01,22
148.350,0,-817.29,969.52,-141.53,39.5560760,-76.7324905,-6.67,20
150.799,0,-836.50,971.75,-154.82,39.5560455,-76.7325363,-6.38,20
153.314,0,-850.01,973.32,-170.04,39.5559654,-76.7325592,-5.68,20
155.384,0,-854.31,973.82,-175.88,39.5559120,-76.7325668,-6.00,20
158.423,0,-874.22,976.14,-193.89,39.5557518,-76.7325897,-5.50,21
160.786,0,-890.16,978.00,-211.47,39.5556145,-76.7325897,-5.34,22
162.790,0,-904.54,979.68,-224.86,39.5555077,-76.7324982,-5.01,22
164.815,0,-911.89,980.54,-235.58,39.5554581,-76.7324066,-5.33,21
166.842,0,-923.76,981.93,-245.83,39.5554733,-76.7323380,-4.95,20
169.524,0,-937.15,983.50,-257.88,39.5555344,-76.7323227,-4.90,22
171.755,0,-948.14,984.79,-267.53,39.5555649,-76.7323685,-4.88,21
173.959,0,-959.80,986.16,-277.98,39.5555611,-76.7324600,-5.03,21
176.270,0,-972.12,987.61,-293.72,39.5555229,-76.7325821,-5.53,21
178.787,0,-988.76,989.57,-307.83,39.5554314,-76.7326660,-5.52,21
180.795,0,-999.95,990.89,-319.28,39.5553093,-76.7326889,-5.67,22
182.821,0,-1006.73,991.69,-326.69,39.5552101,-76.7326584,-5.14,22
184.821,0,-1017.56,992.97,-336.37,39.5551109,-76.7325745,-5.08,20
186.839,0,-1030.58,994.51,-349.68,39.5550575,-76.7324142,-5.16,19
189.255,0,-1039.87,995.61,-358.68,39.5550423,-76.7322998,-3.79,19
191.378,0,-1037.59,995.34,-362.04,39.5550461,-76.7322922,-2.45,16
193.827,0,-1040.46,995.68,-361.25,39.5550499,-76.7322922,-0.89,17
195.838,0,-1040.46,995.68,-361.09,39.5550499,-76.7322922,-0.41,19
198.260,0,-1039.11,995.52,-360.39,39.5550537,-76.7322998,-0.08,17
200.270,0,-1042.65,995.94,-360.05,39.5550575,-76.7322998,-0.03,18
202.274,0,-1039.95,995.62,-359.81,39.5550575,-76.7323074,-0.04,18
204.298,0,-1038.51,995.45,-359.40,39.5550575,-76.7323074,0.02,17
206.322,0,-1041.13,995.76,-358.89,39.5550575,-76.7323151,0.03,19
208.775,0,-1040.37,995.67,-358.70,39.5550537,-76.7323227,0.04,18
210.817,0,-1039.70,995.59,-358.44,39.5550537,-76.7323227,0.03,17
213.432,0,-1039.02,995.51,-358.14,39.5550537,-76.7323227,0.03,18
215.782,0,-1041.30,995.78,-357.84,39.5550499,-76.7323303,0.08,15
217.809,0,-1039.61,995.58,-357.46,39.5550499,-76.7323303,0.02,17
220.882,0,-1040.37,995.67,-356.97,39.5550537,-76.7323303,0.09,15
222.923,0,-1040.12,995.64,-356.60,39.5550499,-76.7323380,0.02,16
225.370,0,-1039.11,995.52,-356.65,39.5550499,-76.7323380,0.03,17
227.809,0,-1040.71,995.71,-356.55,39.5550537,-76.7323380,0.01,16
230.241,0,-1040.46,995.68,-356.69,39.5550537,-76.7323380,0.01,15
232.269,0,-1040.46,995.68,-356.66,39.5550537,-76.7323380,0.02,14
234.296,0,-1039.19,995.53,-356.88,39.5550575,-76.7323456,-0.01,15
236.812,0,-1039.78,995.60,-356.94,39.5550575,-76.7323456,0.05,14
242.425,0,-1039.61,995.58,-356.94,39.5550575,-76.7323456,0.05,14
244.844,0,-1040.12,995.64,-356.83,39.5550613,-76.7323532,0.02,15
247.530,0,-1040.88,995.73,-356.96,39.5550613,-76.7323532,0.04,14
249.795,0,-1040.62,995.70,-357.26,39.5550575,-76.7323608,0.03,14
252.391,0,-1038.60,995.46,-357.60,39.5550575,-76.7323608,0.05,14
254.821,0,-1039.53,995.57,-358.74,39.5550499,-76.7323685,0.04,15
257.404,0,-1040.29,995.66,-358.97,39.5550499,-76.7323685,0.02,15
260.805,0,-1039.44,995.56,-359.36,39.5550499,-76.7323685,0.02,13
262.816,0,-1039.02,995.51,-359.39,39.5550499,-76.7323685,0.02,14
265.285,0,-1039.53,995.57,-358.76,39.5550499,-76.7323608,-0.02,14
267.310,0,-1040.37,995.67,-358.70,39.5550499,-76.7323608,-0.02,15
269.310,0,-1039.27,995.54,-358.78,39.5550499,-76.7323608,0.09,15
271.318,0,-1041.13,995.76,-359.21,39.5550461,-76.7323608,-0.00,15
273.769,0,-1039.44,995.56,-359.99,39.5550385,-76.7323608,0.07,16
275.825,0,-1042.06,995.87,-360.58,39.5550346,-76.7323608,-0.02,16
278.338,0,-1038.94,995.50,-360.64,39.5550270,-76.7323532,0.05,15
280.379,0,-1039.36,995.55,-360.27,39.5550232,-76.7323532,0.08,14
282.812,0,-1039.11,995.52,-359.53,39.5550270,-76.7323532,0.02,12
284.821,0,-1040.54,995.69,-359.19,39.5550270,-76.7323456,0.04,14
286.963,0,-1039.53,995.57,-358.80,39.5550308,-76.7323456,0.01,12
289.329,0,-1039.36,995.55,-357.99,39.5550308,-76.7323456,0.04,13
291.795,0,-1041.22,995.77,-357.08,39.5550308,-76.7323456,0.06,13
294.411,0,-1041.89,995.85,-356.66,39.5550308,-76.7323380,0.02,12
296.414,0,-1039.53,995.57,-356.02,39.5550308,-76.7323380,-0.00,12
298.778,0,-1041.72,995.83,-354.59,39.5550346,-76.7323303,0.02,13
300.786,0,-1040.03,995.63,-354.17,39.5550385,-76.7323303,0.08,15
302.794,0,-1042.31,995.90,-354.00,39.5550385,-76.7323303,0.02,15
304.864,0,-1038.51,995.45,-354.26,39.5550385,-76.7323303,-0.02,14
306.952,0,-1040.37,995.67,-355.07,39.5550346,-76.7323303,0.04,16
309.896,0,-1041.13,995.76,-355.43,39.5550308,-76.7323303,0.00,16
312.243,0,-1042.99,995.98,-356.04,39.5550308,-76.7323380,0.03,16
314.333,0,-1037.76,995.36,-356.34,39.5550270,-76.7323380,-0.05,16
316.373,0,-1039.53,995.57,-356.58,39.5550270,-76.7323380,0.01,17
318.964,0,-1038.94,995.50,-356.95,39.5550270,-76.7323380,-0.08,17
321.314,0,-1039.02,995.51,-358.06,39.5550232,-76.7323380,-0.01,16
323.319,0,-1039.02,995.51,-358.56,39.5550232,-76.7323456,-0.05,17
325.330,0,-1039.44,995.56,-358.77,39.5550232,-76.7323380,-0.03,16
327.781,0,-1039.61,995.58,-359.43,39.5550194,-76.7323380,-0.02,15
329.806,0,-1039.19,995.53,-359.36,39.5550194,-76.7323380,0.01,17
331.813,0,-1038.68,995.47,-359.14,39.5550156,-76.7323380,-0.02,14
334.034,0,-1040.79,995.72,-359.81,39.5550079,-76.7323303,0.05,15
336.321,0,-1038.43,995.44,-360.35,39.5550041,-76.7323303,0.05,15
338.772,0,-1040.54,995.69,-360.34,39.5550117,-76.7323303,0.04,16
341.402,0,-1041.30,995.78,-360.55,39.5550117,-76.7323303,-0.05,15
343.751,0,-1041.47,995.80,-361.54,39.5550079,-76.7323303,0.03,13
345.776,0,-1038.68,995.47,-361.78,39.5550079,-76.7323303,-0.09,14
348.391,0,-1039.78,995.60,-361.27,39.5550156,-76.7323303,-0.08,15
350.632,0,-1040.71,995.71,-361.27,39.5550156,-76.7323456,-0.05,16
353.283,0,-1039.61,995.58,-363.35,39.5550117,-76.7323456,-0.04,16
355.311,0,-1041.47,995.80,-363.82,39.5550117,-76.7323456,-0.06,15
357.829,0,-1038.35,995.43,-364.68,39.5550079,-76.7323532,-0.01,13
360.358,0,-1039.44,995.56,-364.62,39.5550079,-76.7323532,-0.04,13
364.803,0,-1040.54,995.69,-364.00,39.5550003,-76.7323532,-0.04,15
366.878,0,-1038.94,995.50,-363.80,39.5550003,-76.7323532,-0.02,15
369.306,0,-1039.11,995.52,-362.85,39.5550041,-76.7323456,0.12,16
371.829,0,-1038.09,995.40,-362.70,39.5550003,-76.7323456,0.08,16
374.279,0,-1040.62,995.70,-362.26,39.5550003,-76.7323380,0.02,18
376.955,0,-1041.72,995.83,-361.79,39.5550041,-76.7323380,0.05,17
379.322,0,-1041.47,995.80,-362.24,39.5550079,-76.7323456,0.02,16
381.322,0,-1040.96,995.74,-360.90,39.5550232,-76.7323456,0.02,15
383.332,0,-1039.61,995.58,-360.52,39.5550270,-76.7323456,0.01,15
385.946,0,-1038.18,995.41,-360.52,39.5550270,-76.7323456,-0.01,15
387.948,0,-1039.61,995.58,-359.21,39.5550308,-76.7323380,0.03,14
390.300,0,-1041.22,995.77,-358.09,39.5550385,-76.7323380,0.02,14
392.785,0,-1039.53,995.57,-357.52,39.5550423,-76.7323456,0.00,13
394.795,0,-1039.53,995.57,-357.22,39.5550461,-76.7323456,-0.00,14
396.821,0,-1038.01,995.39,-356.96,39.5550461,-76.7323456,0.00,14
399.453,0,-1040.37,995.67,-356.78,39.5550499,-76.7323456,0.01,14
401.805,0,-1039.95,995.62,-356.00,39.5550537,-76.7323380,0.03,14
404.034,0,-1041.47,995.80,-355.55,39.5550537,-76.7323380,0.03,14
406.059,0,-1041.81,995.84,-355.02,39.5550537,-76.7323380,0.04,15
408.294,0,-1040.12,995.64,-354.65,39.5550537,-76.7323303,0.04,15
410.338,0,-1039.70,995.59,-354.35,39.5550537,-76.7323303,0.04,16
412.821,0,-1040.54,995.69,-354.27,39.5550537,-76.7323303,0.03,16
414.846,0,-1041.72,995.83,-354.58,39.5550537,-76.7323303,0.02,16
417.297,0,-1040.62,995.70,-354.84,39.5550537,-76.7323380,0.01,16
419.370,0,-1041.05,995.75,-355.01,39.5550537,-76.7323380,0.01,16
422.422,0,-1039.36,995.55,-355.51,39.5550537,-76.7323380,0.01,16
424.652,0,-1039.36,995.55,-355.51,39.5550537,-76.7323380,0.01,16
427.434,0,-1039.87,995.61,-355.65,39.5550537,-76.7323380,0.00,18
430.033,0,-1038.51,995.45,-354.76,39.5550575,-76.7323380,0.02,18
432.261,0,-1041.38,995.79,-354.72,39.5550499,-76.7323303,0.02,18
434.778,0,-1040.12,995.64,-355.00,39.5550499,-76.7323303,0.01,16
436.802,0,-1039.87,995.61,-355.01,39.5550499,-76.7323303,0.01,16
438.806,0,-1041.22,995.77,-355.18,39.5550537,-76.7323303,0.01,16
440.829,0,-1039.53,995.57,-355.23,39.5550499,-76.7323303,0.01,18
442.838,0,-1038.51,995.45,-355.29,39.5550499,-76.7323303,0.01,17
444.844,0,-1040.03,995.63,-355.23,39.5550461,-76.7323303,0.01,17
447.869,0,-1040.79,995.72,-355.35,39.5550461,-76.7323227,0.01,17
450.323,0,-1040.96,995.74,-354.59,39.5550499,-76.7323227,0.02,16
452.331,0,-1041.72,995.83,-354.52,39.5550499,-76.7323227,0.02,16
454.812,0,-1040.46,995.68,-354.38,39.5550499,-76.7323151,0.02,14
456.820,0,-1039.11,995.52,-354.21,39.5550499,-76.7323151,0.02,16
458.825,0,-1040.29,995.66,-354.04,39.5550499,-76.7323151,0.03,15
461.275,0,-1040.29,995.66,-354.15,39.5550499,-76.7323074,0.03,15
463.447,0,-1040.62,995.70,-354.21,39.5550499,-76.7323074,0.02,15
465.917,0,-1039.70,995.59,-354.21,39.5550461,-76.7323074,0.03,15
467.941,0,-1041.13,995.76,-353.87,39.5550461,-76.7322998,0.03,17
470.308,0,-1040.88,995.73,-353.78,39.5550461,-76.7322998,0.03,15
472.777,0,-1040.96,995.74,-353.72,39.5550461,-76.7322998,0.02,16
474.783,0,-1038.94,995.50,-353.61,39.5550461,-76.7322922,0.03,18
476.791,0,-1038.68,995.47,-353.22,39.5550461,-76.7322845,0.03,16
478.816,0,-1040.88,995.73,-352.91,39.5550423,-76.7322845,0.03,16
480.842,0,-1040.46,995.68,-352.45,39.5550423,-76.7322769,0.04,16
483.410,0,-1036.66,995.23,-352.37,39.5550423,-76.7322769,0.03,16
485.761,0,-1040.96,995.74,-352.39,39.5550385,-76.7322769,0.03,16
487.785,0,-1039.61,995.58,-352.75,39.5550385,-76.7322769,0.02,16
489.812,0,-1038.94,995.50,-353.28,39.5550385,-76.7322769,0.01,16
491.817,0,-1042.23,995.89,-354.27,39.5550308,-76.7322845,-0.00,17
494.412,0,-1040.46,995.68,-354.61,39.5550308,-76.7322845,-0.00,17
496.826,0,-1038.43,995.44,-355.37,39.5550194,-76.7322922,-0.01,20
498.898,0,-1041.30,995.78,-355.47,39.5550194,-76.7322922,-0.01,20
500.898,0,-1040.88,995.73,-355.71,39.5550194,-76.7322922,-0.02,17
503.331,0,-1039.36,995.55,-355.23,39.5550156,-76.7322922,-0.01,16
505.341,0,-1040.12,995.64,-355.40,39.5550156,-76.7322922,-0.01,17
507.894,0,-1040.12,995.64,-355.15,39.5550117,-76.7322922,-0.00,17
510.327,0,-1040.20,995.65,-354.88,39.5550117,-76.7322845,0.00,17
512.336,0,-1039.44,995.56,-354.87,39.5550117,-76.7322845,0.00,18
514.748,0,-1038.09,995.40,-354.83,39.5550079,-76.7322845,0.00,18
516.757,0,-1038.60,995.46,-354.77,39.5550079,-76.7322845,0.00,17
518.781,0,-1039.61,995.58,-354.64,39.5550079,-76.7322845,0.00,17
520.805,0,-1039.78,995.60,-354.83,39.5550079,-76.7322922,0.00,19
522.815,0,-1039.36,995.55,-354.95,39.5550079,-76.7322922,-0.00,20
524.840,0,-1039.11,995.52,-355.14,39.5550041,-76.7322922,-0.00,20
526.912,0,-1040.88,995.73,-355.26,39.5550041,-76.7322922,-0.00,20
529.279,0,-1040.29,995.66,-355.51,39.5550041,-76.7322845,-0.00,20
531.451,0,-1038.77,995.48,-355.54,39.5550041,-76.7322845,-0.00,19
534.399,0,-1039.61,995.58,-355.68,39.5550041,-76.7322922,-0.00,19
536.852,0,-1038.01,995.39,-355.68,39.5550041,-76.7322845,-0.00,19
538.923,0,-1040.71,995.71,-355.63,39.5550041,-76.7322845,-0.00,19
540.926,0,-1039.70,995.59,-355.53,39.5550079,-76.7322845,-0.00,19
543.437,0,-1041.47,995.80,-355.46,39.5550079,-76.7322845,0.00,19
546.389,0,-1039.11,995.52,-355.32,39.5550117,-76.7322845,0.00,20
548.832,0,-1040.20,995.65,-355.28,39.5550156,-76.7322845,0.00,20
550.920,0,-1039.87,995.61,-355.33,39.5550156,-76.7322845,-0.02,19
553.172,0,-1039.87,995.61,-355.33,39.5550156,-76.7322845,-0.02,19
555.332,0,-1038.60,995.46,-355.31,39.5550156,-76.7322922,-0.01,17
557.338,0,-1040.37,995.67,-355.20,39.5550156,-76.7322998,0.05,16
559.792,0,-1039.70,995.59,-355.02,39.5550194,-76.7322998,-0.02,14
562.406,0,-1041.13,995.76,-354.96,39.5550194,-76.7322998,0.03,14
564.671,0,-1041.13,995.76,-354.96,39.5550194,-76.7322998,0.03,14
566.793,0,-1040.20,995.65,-354.75,39.5550270,-76.7323074,-0.00,20
568.802,0,-1040.20,995.65,-354.68,39.5550270,-76.7323151,-0.05,20
571.312,0,-1040.96,995.74,-354.48,39.5550270,-76.7323151,0.05,19
573.337,0,-1039.95,995.62,-354.27,39.5550270,-76.7323151,0.03,19
575.599,0,-1039.27,995.54,-354.27,39.5550270,-76.7323151,0.03,19
577.919,0,-1040.03,995.63,-353.93,39.5550270,-76.7323151,0.04,19
581.341,0,-1038.68,995.47,-353.80,39.5550232,-76.7323151,0.05,19
583.777,0,-1039.78,995.60,-353.75,39.5550270,-76.7323227,-0.00,18
586.327,0,-1039.87,995.61,-353.99,39.5550270,-76.7323227,0.02,18
588.400,0,-1036.74,995.24,-354.12,39.5550270,-76.7323227,0.02,18
590.481,0,-1038.94,995.50,-354.25,39.5550308,-76.7323227,0.01,18
592.815,0,-1037.59,995.34,-354.32,39.5550308,-76.7323227,-0.00,16
595.750,0,-1039.36,995.55,-354.48,39.5550308,-76.7323227,-0.03,18
598.447,0,-1039.36,995.55,-354.53,39.5550308,-76.7323303,-0.03,19
600.813,0,-1038.09,995.40,-354.85,39.5550308,-76.7323303,0.03,18
602.822,0,-1039.78,995.60,-354.73,39.5550346,-76.7323303,-0.00,18
604.831,0,-1041.64,995.82,-354.98,39.5550346,-76.7323303,-0.01,19
607.246,0,-1038.85,995.49,-355.26,39.5550346,-76.7323303,-0.07,19
609.254,0,-1039.61,995.58,-355.48,39.5550308,-76.7323303,-0.03,18
611.510,0,-1039.61,995.58,-355.48,39.5550308,-76.7323303,-0.03,18
613.777,0,-1040.62,995.70,-355.51,39.5550270,-76.7323303,-0.08,20
615.779,0,-1038.94,995.50,-355.44,39.5550270,-76.7323303,0.02,20
618.907,0,-1040.37,995.67,-355.77,39.5550270,-76.7323303,-0.05,20
621.334,0,-1040.37,995.67,-356.03,39.5550270,-76.7323303,-0.00,19
623.562,0,-1040.79,995.72,-356.14,39.5550270,-76.7323303,-0.00,19
626.012,0,-1038.94,995.50,-356.08,39.5550270,-76.7323303,-0.01,20
628.326,0,-1038.68,995.47,-356.10,39.5550346,-76.7323380,0.05,20
630.586,0,-1038.68,995.47,-356.10,39.5550346,-76.7323380,0.05,20
632.849,0,-1041.30,995.78,-356.88,39.5550346,-76.7323380,0.05,18
635.282,0,-1039.61,995.58,-357.03,39.5550346,-76.7323303,-0.08,18
637.291,0,-1039.61,995.58,-357.13,39.5550385,-76.7323303,0.05,18
639.517,0,-1039.95,995.62,-357.43,39.5550385,-76.7323380,0.01,19
641.850,0,-1038.26,995.42,-357.85,39.5550346,-76.7323380,-0.01,19
643.977,0,-1040.46,995.68,-358.16,39.5550346,-76.7323380,-0.00,18
646.358,0,-1039.78,995.60,-358.60,39.5550308,-76.7323380,0.00,18
649.398,0,-1041.22,995.77,-358.72,39.5550308,-76.7323380,-0.07,18
651.761,0,-1042.65,995.94,-358.87,39.5550270,-76.7323380,0.01,18
653.786,0,-1040.20,995.65,-358.90,39.5550270,-76.7323380,-0.02,18
655.788,0,-1039.87,995.61,-358.75,39.5550270,-76.7323380,0.00,17
658.327,0,-1040.29,995.66,-358.60,39.5550308,-76.7323380,0.02,17
660.454,0,-1039.27,995.54,-358.60,39.5550308,-76.7323380,-0.00,17
662.905,0,-1040.62,995.70,-358.83,39.5550308,-76.7323380,-0.04,19
665.311,0,-1038.68,995.47,-358.84,39.5550308,-76.7323380,0.00,20
667.335,0,-1040.20,995.65,-358.60,39.5550308,-76.7323380,0.03,19
669.965,0,-1039.53,995.57,-358.41,39.5550308,-76.7323380,0.04,19
672.331,0,-1040.03,995.63,-358.41,39.5550308,-76.7323303,-0.04,20
675.401,0,-1038.94,995.50,-358.51,39.5550270,-76.7323303,0.07,19
678.403,0,-1039.70,995.59,-358.63,39.5550270,-76.7323303,-0.05,19
680.929,0,-1040.46,995.68,-358.69,39.5550308,-76.7323380,0.05,19
682.930,0,-1040.12,995.64,-358.68,39.5550308,-76.7323380,-0.03,20
685.302,0,-1039.78,995.60,-358.73,39.5550270,-76.7323380,-0.04,19
687.326,0,-1038.77,995.48,-358.40,39.5550270,-76.7323380,-0.01,19
689.333,0,-1039.78,995.60,-358.03,39.5550308,-76.7323380,0.03,19
691.341,0,-1040.54,995.69,-357.67,39.5550308,-76.7323380,-0.00,20
693.748,0,-1038.77,995.48,-356.92,39.5550308,-76.7323380,0.02,21
695.847,0,-1038.77,995.48,-356.44,39.5550346,-76.7323456,-0.02,20
698.446,0,-1040.54,995.69,-356.29,39.5550346,-76.7323456,0.03,19
700.906,0,-1038.85,995.49,-355.59,39.5550385,-76.7323380,-0.03,20
703.340,0,-1039.61,995.58,-355.47,39.5550385,-76.7323380,0.04,21
705.595,0,-1039.61,995.58,-355.47,39.5550385,-76.7323380,0.04,21
707.837,0,-1039.36,995.55,-355.51,39.5550385,-76.7323456,0.00,21
710.697,0,-1041.64,995.82,-355.40,39.5550385,-76.7323380,-0.09,22
712.845,0,-1040.54,995.69,-355.27,39.5550385,-76.7323380,-0.01,21
715.311,0,-1040.54,995.69,-355.13,39.5550385,-76.7323380,-0.09,22
717.452,0,-1040.62,995.70,-355.03,39.5550346,-76.7323380,0.03,20
719.785,0,-1042.48,995.92,-354.69,39.5550385,-76.7323380,0.02,20
721.794,0,-1041.81,995.84,-354.52,39.5550385,-76.7323380,0.06,19
723.835,0,-1041.13,995.76,-354.41,39.5550385,-76.7323380,0.04,19
726.248,0,-1041.22,995.77,-354.11,39.5550423,-76.7323380,-0.00,20
728.419,0,-1040.79,995.72,-353.98,39.5550461,-76.7323380,0.00,21
730.753,0,-1038.68,995.47,-353.81,39.5550461,-76.7323380,0.01,23
732.794,0,-1040.54,995.69,-353.64,39.5550461,-76.7323380,0.03,21
734.798,0,-1041.55,995.81,-353.39,39.5550461,-76.7323303,-0.00,22
736.843,0,-1041.55,995.81,-353.46,39.5550499,-76.7323303,0.02,22
739.293,0,-1040.88,995.73,-353.67,39.5550461,-76.7323303,-0.05,22
741.301,0,-1041.97,995.86,-353.80,39.5550461,-76.7323303,-0.02,22
743.311,0,-1041.22,995.77,-353.50,39.5550461,-76.7323303,0.04,21
746.025,0,-1041.64,995.82,-353.37,39.5550461,-76.7323303,0.01,22
748.257,0,-1041.64,995.82,-353.34,39.5550461,-76.7323303,-0.07,22
750.283,0,-1040.20,995.65,-353.52,39.5550461,-76.7323303,0.01,22
752.294,0,-1042.06,995.87,-353.58,39.5550461,-76.7323303,0.01,21
754.365,0,-1040.62,995.70,-353.63,39.5550461,-76.7323303,0.00,21
756.768,0,-1039.95,995.62,-353.78,39.5550499,-76.7323380,-0.06,20
758.792,0,-1040.71,995.71,-353.98,39.5550499,-76.7323380,-0.05,20
760.800,0,-1041.47,995.80,-354.23,39.5550499,-76.7323380,0.01,19
762.827,0,-1041.81,995.84,-354.36,39.5550499,-76.7323380,-0.02,20
765.540,0,-1039.70,995.59,-354.48,39.5550499,-76.7323380,-0.01,20
767.810,0,-1040.88,995.73,-354.96,39.5550461,-76.7323456,-0.06,20
769.882,0,-1040.12,995.64,-354.98,39.5550461,-76.7323456,-0.05,20
772.263,0,-1041.55,995.81,-355.21,39.5550461,-76.7323456,-0.02,20
774.891,0,-1040.88,995.73,-355.36,39.5550461,-76.7323456,0.00,20
777.274,0,-1041.64,995.82,-355.76,39.5550499,-76.7323456,-0.07,22
779.791,0,-1041.72,995.83,-355.86,39.5550499,-76.7323456,-0.01,22
782.388,0,-1041.30,995.78,-355.79,39.5550499,-76.7323456,-0.02,22
784.633,0,-1041.30,995.78,-355.79,39.5550499,-76.7323456,-0.02,22
787.165,0,-1040.71,995.71,-355.88,39.5550537,-76.7323532,0.02,21
789.459,0,-1040.71,995.71,-355.87,39.5550537,-76.7323532,0.02,21
791.852,0,-1039.78,995.60,-356.02,39.5550499,-76.7323532,-0.03,20
794.268,0,-1041.05,995.75,-355.96,39.5550499,-76.7323532,0.03,19
796.309,0,-1038.51,995.45,-355.80,39.5550499,-76.7323532,-0.05,19
798.498,0,-1041.38,995.79,-355.78,39.5550499,-76.7323532,0.04,20
800.989,0,-1040.29,995.66,-355.77,39.5550499,-76.7323532,0.04,20
803.263,0,-1041.81,995.84,-355.84,39.5550537,-76.7323608,0.04,21
805.778,0,-1041.55,995.81,-355.87,39.5550537,-76.7323608,-0.00,21
807.793,0,-1039.44,995.56,-355.98,39.5550499,-76.7323608,0.01,21
810.048,0,-1039.44,995.56,-355.98,39.5550499,-76.7323608,0.01,21
