time_s,stage,baro_alt_m,baro_pres_hpa,gps_alt_m,gps_lat_deg,gps_lon_deg,gps_vel_z_m_s,gps_sat_count
1636.441,1,3812.60,617.93,3776.19,39.6650581,-78.1124115,6.35,22
1637.398,1,3821.04,617.25,3782.78,39.6650276,-78.1121826,6.49,22
1637.929,1,3820.67,617.28,3786.09,39.6650085,-78.1120758,6.52,23
1638.461,1,3827.26,616.75,3789.38,39.6650085,-78.1120758,6.52,23
1639.581,1,3827.26,616.75,3789.38,39.6650085,-78.1120758,6.52,23
1640.368,1,3839.83,615.74,3802.62,39.6649170,-78.1114731,6.49,23
1640.899,1,3840.21,615.71,3805.72,39.6648903,-78.1113281,6.36,23
1641.431,1,3846.81,615.18,3808.74,39.6648636,-78.1111832,6.20,23
1642.403,1,3849.93,614.93,3814.53,39.6648178,-78.1110382,6.03,23
1642.935,1,3853.42,614.65,3817.47,39.6647987,-78.1108856,6.03,23
1643.892,1,3857.78,614.30,3823.45,39.6647758,-78.1105881,6.02,23
1644.423,1,3864.02,613.80,3826.47,39.6647720,-78.1104431,6.02,23
1645.543,1,3864.02,613.80,3826.47,39.6647720,-78.1104431,6.02,23
1646.415,1,3876.14,612.83,3842.04,39.6647644,-78.1097870,6.45,23
1647.389,1,3879.27,612.58,3848.84,39.6647415,-78.1095352,6.66,23
1647.920,1,3887.15,611.95,3848.84,39.6647415,-78.1095352,6.66,23
1649.041,1,3887.15,611.95,3848.84,39.6647415,-78.1095352,6.66,23
1650.170,1,3887.15,611.95,3848.84,39.6647415,-78.1095352,6.08,23
1650.874,1,3903.19,610.67,3867.39,39.6645966,-78.1087799,5.78,23
1651.406,1,3908.33,610.26,3870.15,39.6645660,-78.1086426,5.83,23
1651.938,1,3908.71,610.23,3873.05,39.6645355,-78.1085052,5.99,23
1653.482,1,3911.84,609.98,3876.15,39.6645088,-78.1083603,5.99,23
1654.045,1,3923.14,609.08,3886.29,39.6644478,-78.1079102,6.64,23
1655.165,1,3923.14,609.08,3886.29,39.6644478,-78.1079102,6.64,23
1655.852,1,3937.48,607.94,3901.02,39.6644020,-78.1073685,7.17,23
1656.384,1,3938.99,607.82,3904.74,39.6643906,-78.1072464,7.27,23
1656.933,1,3945.03,607.34,3908.46,39.6643791,-78.1071243,7.34,23
1657.908,1,3951.96,606.79,3915.91,39.6643562,-78.1068649,7.46,23
1658.439,1,3955.49,606.51,3919.59,39.6643448,-78.1067352,7.46,23
1659.614,1,3963.44,605.88,3926.92,39.6643257,-78.1064529,7.40,23
1660.385,1,3968.23,605.50,3934.55,39.6643028,-78.1061783,7.57,23
1661.504,1,3979.35,604.62,3945.52,39.6642380,-78.1057816,7.21,23
1662.981,1,3979.73,604.59,3945.52,39.6642380,-78.1053925,6.52,23
1664.578,1,3987.95,603.94,3955.02,39.6641426,-78.1053925,6.52,23
1665.435,1,4001.37,602.88,3968.18,39.6640129,-78.1048508,6.74,23
1666.403,1,4008.97,602.28,3978.95,39.6639557,-78.1044235,7.14,23
1666.935,1,4012.90,601.97,3982.59,39.6639404,-78.1042938,7.21,23
1667.910,1,4018.61,601.52,3989.66,39.6639099,-78.1040344,7.05,23
1668.441,1,4021.41,601.30,3993.06,39.6638947,-78.1039200,6.91,23
1669.398,1,4026.87,600.87,3996.38,39.6638794,-78.1037979,6.77,23
1670.518,1,4026.87,600.87,3996.38,39.6638794,-78.1037979,6.77,23
1671.391,1,4041.61,599.71,4008.51,39.6638412,-78.1033096,6.07,23
1671.922,1,4044.79,599.46,4011.49,39.6638412,-78.1031723,6.02,23
1672.471,1,4050.01,599.05,4014.51,39.6638451,-78.1030273,6.03,23
1673.429,1,4054.73,598.68,4020.77,39.6638451,-78.1027222,6.24,23
1674.549,1,4054.73,598.68,4020.77,39.6638451,-78.1027222,6.24,23
1677.107,1,4061.48,598.15,4030.49,39.6638031,-78.1022415,6.41,23
1677.909,1,4074.37,597.14,4046.91,39.6636505,-78.1013184,4.94,22
1678.439,1,4077.95,596.86,4048.68,39.6636238,-78.1011658,4.39,22
1678.986,1,4081.52,596.58,4050.40,39.6635971,-78.1010132,4.06,22
1679.944,1,4087.53,596.11,4054.30,39.6635475,-78.1007080,4.07,22
1680.493,1,4087.53,596.11,4056.55,39.6635208,-78.1005554,4.25,22
1681.902,1,4096.61,595.40,4061.60,39.6634712,-78.1002655,4.72,23
1682.433,1,4097.89,595.30,4067.00,39.6634216,-78.0999832,5.10,23
1683.553,1,4097.89,595.30,4067.00,39.6634216,-78.0999832,5.10,23
1684.421,1,4108.65,594.46,4079.94,39.6633034,-78.0992050,5.08,23
1684.952,1,4111.98,594.20,4082.50,39.6632843,-78.0990448,5.10,23
1685.912,1,4117.62,593.76,4088.08,39.6632576,-78.0987091,5.45,23
1686.460,1,4121.09,593.49,4091.17,39.6632500,-78.0985489,5.74,23
1687.416,1,4123.14,593.33,4097.32,39.6632385,-78.0982361,5.96,23
1687.948,1,4127.89,592.96,4100.30,39.6632347,-78.0980911,5.94,23
1688.922,1,4135.60,592.36,4106.26,39.6632347,-78.0978088,5.94,23
1689.454,1,4135.98,592.33,4106.26,39.6632347,-78.0978088,5.94,23
1690.575,1,4135.98,592.33,4106.26,39.6632347,-78.0978088,5.94,23
1692.793,1,4135.98,592.33,4106.26,39.6632347,-78.0978088,5.94,23
1693.421,1,4158.11,590.61,4129.56,39.6631889,-78.0967331,6.26,22
1693.953,1,4163.27,590.21,4132.77,39.6631699,-78.0965958,6.40,22
1695.128,1,4166.49,589.96,4139.34,39.6631241,-78.0963211,6.70,23
1695.884,1,4176.29,589.20,4146.35,39.6630821,-78.0960236,7.01,22
1696.416,1,4181.46,588.80,4150.02,39.6630669,-78.0958710,6.94,22
1696.948,1,4182.36,588.73,4153.47,39.6630554,-78.0957108,6.82,22
1697.612,1,4188.30,588.27,4156.87,39.6630478,-78.0955505,6.68,23
1698.387,1,4192.83,587.92,4163.44,39.6630440,-78.0952301,6.64,23
1698.918,1,4195.67,587.70,4166.72,39.6630478,-78.0950699,6.51,23
1699.449,1,4200.98,587.29,4169.86,39.6630554,-78.0949097,6.34,23
1700.407,1,4204.47,587.02,4175.67,39.6630707,-78.0946121,5.87,22
1700.938,1,4206.54,586.86,4178.39,39.6630783,-78.0944672,5.79,22
1701.898,1,4214.58,586.24,4184.17,39.6630936,-78.0941925,5.89,22
1703.018,1,4214.58,586.24,4184.17,39.6630936,-78.0941925,5.89,22
1704.170,1,4214.58,586.24,4184.17,39.6630936,-78.0941925,5.89,22
1704.854,1,4232.87,584.83,4208.29,39.6630325,-78.0932236,6.96,23
1705.386,1,4236.11,584.58,4211.56,39.6630173,-78.0930786,6.77,23
1705.916,1,4240.53,584.24,4214.81,39.6629982,-78.0929260,6.66,23
1706.448,1,4243.78,583.99,4214.81,39.6629982,-78.0929260,6.66,23
1707.567,1,4243.78,583.99,4214.81,39.6629982,-78.0929260,6.66,23
1708.696,1,4243.78,583.99,4214.81,39.6629982,-78.0929260,6.66,23
1709.813,1,4243.78,583.99,4214.81,39.6629982,-78.0918198,7.20,23
1710.401,1,4269.03,582.05,4242.24,39.6628876,-78.0915298,6.99,23
1710.932,1,4274.25,581.65,4245.71,39.6628876,-78.0915298,6.99,23
1712.069,1,4274.25,581.65,4245.71,39.6628876,-78.0915298,6.99,23
1712.924,1,4285.34,580.80,4261.66,39.6629181,-78.0907822,6.05,23
1713.455,1,4286.39,580.72,4264.09,39.6629257,-78.0906219,5.55,23
1714.414,1,4290.96,580.37,4268.81,39.6629333,-78.0903015,5.04,23
1714.945,1,4296.58,579.94,4271.13,39.6629410,-78.0901489,4.91,23
1715.903,1,4296.32,579.96,4275.53,39.6629524,-78.0898590,4.57,23
1716.434,1,4302.20,579.51,4277.60,39.6629601,-78.0897217,4.40,23
1717.391,1,4305.21,579.28,4282.05,39.6629639,-78.0894623,4.55,23
1717.922,1,4312.15,578.75,4284.51,39.6629639,-78.0893250,4.74,23
1718.896,1,4314.11,578.60,4287.24,39.6629562,-78.0891953,5.04,23
1720.016,1,4314.11,578.60,4287.24,39.6629562,-78.0887833,5.68,23
1720.886,1,4323.94,577.85,4299.33,39.6629143,-78.0884933,6.09,23
1721.534,1,4327.61,577.57,4302.49,39.6628990,-78.0883560,6.04,23
1722.390,1,4335.88,576.94,4308.44,39.6628609,-78.0880585,5.81,23
1722.924,1,4339.43,576.67,4311.33,39.6628418,-78.0879059,5.89,23
1723.456,1,4340.48,576.59,4314.38,39.6628227,-78.0877533,5.95,23
1724.631,1,4347.70,576.04,4320.64,39.6627769,-78.0875931,6.73,23
1725.897,1,4355.59,575.44,4331.07,39.6627274,-78.0871124,6.81,23
1726.428,1,4362.96,574.88,4334.55,39.6627197,-78.0869446,6.72,23
1727.386,1,4365.86,574.66,4340.96,39.6627121,-78.0866241,6.14,23
1728.267,1,4369.15,574.41,4343.74,39.6627159,-78.0864639,5.73,23
1729.510,1,4371.26,574.25,4346.27,39.6627235,-78.0863113,5.73,23
1730.382,1,4382.47,573.40,4361.25,39.6627388,-78.0855484,6.34,22
1730.913,1,4384.85,573.22,4364.74,39.6627350,-78.0854034,6.58,22
1731.443,1,4388.15,572.97,4368.32,39.6627235,-78.0852509,6.80,22
1732.519,1,4398.05,572.22,4375.99,39.6627007,-78.0849457,7.37,22
1733.376,1,4404.66,571.72,4379.95,39.6626701,-78.0843506,8.10,22
1734.942,1,4417.90,570.72,4392.30,39.6626663,-78.0841980,8.23,22
1735.900,1,4425.32,570.16,4400.74,39.6626511,-78.0839005,8.38,22
1736.447,1,4431.55,569.69,4404.99,39.6626358,-78.0837479,8.34,22
1737.404,1,4435.00,569.43,4413.30,39.6626015,-78.0834274,8.36,23
1737.936,1,4444.02,568.75,4417.50,39.6626015,-78.0834274,8.36,23
1739.056,1,4444.02,568.75,4417.50,39.6626015,-78.0834274,8.36,23
1740.421,1,4461.97,567.40,4438.78,39.6625519,-78.0826645,8.42,23
1740.952,1,4469.03,566.87,4443.04,39.6625481,-78.0825195,8.47,23
1741.910,1,4473.96,566.50,4451.56,39.6625366,-78.0822372,8.47,23
1742.442,1,4479.42,566.09,4455.82,39.6625252,-78.0820999,8.23,23
1743.400,1,4485.29,565.65,4463.60,39.6625061,-78.0818176,7.63,23
1743.948,1,4488.09,565.44,4467.15,39.6624985,-78.0816803,7.08,23
1745.939,1,4498.10,564.69,4476.90,39.6625061,-78.0811844,4.92,23
1746.897,1,4503.18,564.31,4481.57,39.6625137,-78.0809479,4.88,23
1747.429,1,4504.78,564.19,4484.09,39.6625099,-78.0808258,4.97,23
1748.602,1,4511.87,563.66,4489.67,39.6624947,-78.0805740,5.37,23
1749.375,1,4516.02,563.35,4496.05,39.6624718,-78.0802994,5.99,23
1750.495,1,4516.02,563.35,4496.05,39.6624718,-78.0802994,5.99,23
1751.363,1,4532.77,562.10,4513.95,39.6624336,-78.0796356,7.07,23
1751.896,1,4537.86,561.72,4517.68,39.6624222,-78.0795135,7.21,23
1752.428,1,4537.46,561.75,4517.68,39.6624222,-78.0795135,7.21,23
1753.548,1,4537.46,561.75,4517.68,39.6624222,-78.0790863,6.95,23
1754.416,1,4554.65,560.47,4531.38,39.6623344,-78.0787506,6.70,23
1754.949,1,4556.66,560.32,4534.63,39.6623116,-78.0785828,6.85,23
1755.905,1,4563.12,559.84,4541.81,39.6622849,-78.0784073,7.21,23
1756.436,1,4568.90,559.41,4545.50,39.6622810,-78.0782471,7.28,23
1757.410,1,4576.31,558.86,4552.95,39.6622849,-78.0779419,7.24,22
1757.941,1,4579.41,558.63,4556.56,39.6622887,-78.0778046,7.24,22
1759.060,1,4579.41,558.63,4556.56,39.6622887,-78.0778046,7.24,22
1760.884,1,4596.67,557.35,4576.51,39.6622963,-78.0770340,6.57,21
1762.003,1,4596.67,557.35,4576.51,39.6622963,-78.0770340,6.57,21
1762.878,1,4605.86,556.67,4586.69,39.6623192,-78.0764923,5.60,20
1763.997,1,4605.86,556.67,4586.69,39.6623192,-78.0764923,5.60,20
1765.559,1,4614.24,556.05,4595.03,39.6623230,-78.0761261,5.47,19
1766.446,1,4623.04,555.40,4608.12,39.6622963,-78.0755310,5.56,20
1767.420,1,4630.22,554.87,4614.37,39.6622887,-78.0752792,6.00,20
1767.952,1,4632.25,554.72,4617.94,39.6622887,-78.0751495,6.33,19
1769.499,1,4636.04,554.44,4617.94,39.6622887,-78.0751495,6.33,19
1770.374,1,4653.42,553.16,4633.01,39.6622849,-78.0746460,7.50,19
1770.905,1,4656.81,552.91,4636.87,39.6622772,-78.0745163,7.56,19
1771.436,1,4658.85,552.76,4640.69,39.6622658,-78.0743942,7.66,19
1772.394,1,4667.42,552.13,4648.54,39.6622314,-78.0741501,7.76,20
1773.859,1,4675.99,551.50,4660.59,39.6621780,-78.0737534,7.87,20
1774.392,1,4679.67,551.23,4664.17,39.6621628,-78.0736160,7.57,20
1774.923,1,4683.07,550.98,4667.39,39.6621437,-78.0734787,7.17,20
1775.454,1,4690.03,550.47,4670.23,39.6621208,-78.0733414,6.65,20
1776.411,1,4691.25,550.38,4675.11,39.6620674,-78.0730743,5.64,21
1776.942,1,4693.03,550.25,4677.28,39.6620369,-78.0729370,5.24,21
1778.062,1,4693.03,550.25,4677.28,39.6620369,-78.0729370,5.24,21
1778.944,1,4700.94,549.67,4685.18,39.6619301,-78.0724030,4.41,20
1780.065,1,4700.94,549.67,4685.18,39.6619301,-78.0724030,4.41,20
1781.194,1,4700.94,549.67,4685.18,39.6619301,-78.0724030,4.41,21
1781.871,1,4717.07,548.49,4700.23,39.6618233,-78.0715942,5.21,21
1782.397,1,4716.66,548.52,4705.52,39.6617851,-78.0713196,5.36,21
1782.943,1,4722.54,548.09,4708.44,39.6617661,-78.0711746,5.60,21
1783.932,1,4727.74,547.71,4714.70,39.6617432,-78.0708923,6.07,20
1784.890,1,4734.87,547.19,4721.81,39.6617355,-78.0706177,6.73,21
1785.421,1,4741.86,546.68,4725.44,39.6617317,-78.0704880,6.93,21
1785.952,1,4741.86,546.68,4729.26,39.6617279,-78.0703583,7.17,21
1787.498,1,4746.25,546.36,4729.26,39.6617279,-78.0703583,7.17,21
1789.088,1,4758.05,545.50,4740.44,39.6616669,-78.0699921,7.28,21
1789.872,1,4770.43,544.60,4753.66,39.6615372,-78.0694809,6.74,21
1790.403,1,4769.32,544.68,4756.87,39.6615067,-78.0693512,6.64,21
1790.950,1,4775.93,544.20,4759.96,39.6614799,-78.0692215,6.47,21
1791.598,1,4779.37,543.95,4762.96,39.6614532,-78.0690994,6.30,21
1792.718,1,4779.37,543.95,4762.96,39.6614532,-78.0690994,6.30,21
1793.388,1,4790.39,543.15,4778.68,39.6613121,-78.0684967,6.41,21
1793.919,1,4794.25,542.87,4782.03,39.6612816,-78.0683670,6.55,21
1794.451,1,4800.19,542.44,4785.47,39.6612549,-78.0682449,6.71,21
1795.408,1,4806.40,541.99,4792.64,39.6612091,-78.0680084,7.02,21
1795.941,1,4808.47,541.84,4796.23,39.6611900,-78.0678940,7.06,21
1796.897,1,4811.92,541.59,4802.93,39.6611671,-78.0676727,6.84,21
1797.429,1,4818.84,541.09,4806.11,39.6611633,-78.0675659,6.65,21
1798.386,1,4822.71,540.81,4812.27,39.6611595,-78.0673447,6.40,21
1799.035,1,4827.83,540.44,4815.40,39.6611595,-78.0672302,6.37,21
1800.942,1,4837.25,539.76,4827.06,39.6611519,-78.0666962,5.88,21
1801.899,1,4844.18,539.26,4832.75,39.6611290,-78.0663986,5.86,21
1802.431,1,4844.18,539.26,4835.77,39.6611137,-78.0662537,5.97,21
1803.386,1,4851.81,538.71,4842.29,39.6610794,-78.0659714,6.39,21
1803.917,1,4858.19,538.25,4845.65,39.6610603,-78.0658340,6.55,21
1804.449,1,4860.83,538.06,4845.65,39.6610603,-78.0658340,6.55,21
1805.569,1,4860.83,538.06,4845.65,39.6610603,-78.0658340,6.55,21
1807.031,1,4872.09,537.25,4855.34,39.6609879,-78.0654373,6.41,20
1810.385,1,4872.09,537.25,4855.34,39.6609879,-78.0654373,6.41,20
1810.895,1,4900.65,535.20,4885.42,39.6607513,-78.0643005,6.35,21
1811.544,1,4904.83,534.90,4888.69,39.6607475,-78.0641785,6.46,21
1812.401,1,4908.04,534.67,4895.38,39.6607361,-78.0639343,6.56,21
1813.520,1,4908.04,534.67,4895.38,39.6607361,-78.0639343,6.56,21
1814.391,1,4924.81,533.47,4908.14,39.6606712,-78.0632324,6.13,21
1814.922,1,4926.21,533.37,4911.02,39.6606522,-78.0630875,5.96,21
1815.454,1,4929.71,533.12,4913.83,39.6606293,-78.0629425,5.79,21
1816.443,1,4933.63,532.84,4919.38,39.6605797,-78.0626526,5.73,22
1817.091,1,4939.23,532.44,4922.26,39.6605492,-78.0625153,5.82,22
1817.946,1,4943.02,532.17,4928.20,39.6604881,-78.0622559,6.07,22
1818.919,1,4946.24,531.94,4934.57,39.6604576,-78.0621262,6.20,22
1820.039,1,4946.24,531.94,4934.57,39.6604576,-78.0621262,6.20,22
1821.420,1,4965.19,530.59,4953.29,39.6603127,-78.0614395,6.05,22
1821.951,1,4963.50,530.71,4953.29,39.6602783,-78.0611038,6.11,22
1823.432,1,4976.15,529.81,4962.36,39.6602669,-78.0609894,6.24,22
1824.507,1,4983.19,529.31,4968.91,39.6602516,-78.0607376,6.71,22
1825.364,1,4988.40,528.94,4975.94,39.6602211,-78.0604630,6.81,22
1825.896,1,4992.34,528.66,4979.41,39.6602020,-78.0603180,6.76,22
1826.427,1,4999.39,528.16,4982.78,39.6602020,-78.0603180,6.76,22
1827.547,1,4999.39,528.16,4982.78,39.6602020,-78.0603180,6.23,22
1828.433,1,5005.46,527.73,4994.99,39.6601143,-78.0597153,5.90,22
1829.406,1,5012.09,527.26,5000.56,39.6600609,-78.0594101,5.84,22
1829.937,1,5014.63,527.08,5003.57,39.6600304,-78.0592575,5.93,22
1830.910,1,5022.41,526.53,5010.10,39.6599693,-78.0589752,6.29,22
1831.442,1,5023.82,526.43,5013.41,39.6599388,-78.0588455,6.37,22
1832.398,1,5033.01,525.78,5020.08,39.6598778,-78.0585938,6.58,22
1832.930,1,5030.89,525.93,5023.40,39.6598511,-78.0584793,6.64,22
1834.051,1,5040.80,525.23,5032.75,39.6597900,-78.0581284,6.25,22
1834.923,1,5047.89,524.73,5038.03,39.6597595,-78.0578918,5.65,21
1835.456,1,5048.60,524.68,5040.79,39.6597443,-78.0577774,5.63,21
1836.413,1,5057.11,524.08,5046.56,39.6597137,-78.0575409,5.81,22
1836.944,1,5057.11,524.08,5049.66,39.6597023,-78.0574188,5.97,22
1837.592,1,5060.37,523.85,5052.75,39.6596947,-78.0572968,6.00,22
1838.450,1,5066.76,523.40,5058.70,39.6596756,-78.0570221,5.96,22
1839.407,1,5073.44,522.93,5064.95,39.6596565,-78.0567245,6.19,22
1839.939,1,5075.57,522.78,5064.95,39.6596565,-78.0567245,6.19,22
1841.059,1,5075.57,522.78,5064.95,39.6596031,-78.0562668,6.42,22
1841.927,1,5088.38,521.88,5077.97,39.6595459,-78.0559769,6.42,22
1843.117,1,5099.78,521.08,5084.25,39.6594810,-78.0557022,6.24,22
1844.922,1,5103.34,520.83,5096.13,39.6593819,-78.0551987,5.70,22
1845.454,1,5109.05,520.43,5098.86,39.6593552,-78.0550842,5.54,22
1846.411,1,5113.05,520.15,5104.13,39.6593056,-78.0548630,5.29,22
1846.943,1,5117.05,519.87,5106.70,39.6592865,-78.0547485,5.29,22
1847.916,1,5122.05,519.52,5112.15,39.6592560,-78.0545120,5.59,22
1848.464,1,5126.33,519.22,5115.10,39.6592445,-78.0545120,5.59,22
1849.584,1,5126.33,519.22,5115.10,39.6592445,-78.0545120,5.59,22
1850.453,1,5140.93,518.20,5127.64,39.6591988,-78.0539780,6.22,22
1851.001,1,5140.93,518.20,5130.83,39.6591835,-78.0538330,6.26,22
1851.859,1,5147.81,517.72,5137.28,39.6591568,-78.0535355,6.30,22
1852.390,1,5149.96,517.57,5140.40,39.6591377,-78.0533829,6.25,22
1852.921,1,5152.11,517.42,5143.49,39.6591225,-78.0532303,6.19,22
1853.452,1,5153.83,517.30,5146.54,39.6590996,-78.0530777,6.12,22
1854.410,1,5159.57,516.90,5152.33,39.6590500,-78.0527725,5.89,22
1855.531,1,5159.57,516.90,5152.33,39.6590500,-78.0527725,5.89,22
1856.403,1,5172.49,516.00,5163.56,39.6589127,-78.0521927,5.80,22
1856.935,1,5177.95,515.62,5166.63,39.6588745,-78.0520630,5.80,22
1858.055,1,5177.95,515.62,5166.63,39.6588745,-78.0520630,5.80,22
1858.943,1,5189.75,514.80,5182.98,39.6587524,-78.0514297,6.24,21
1859.901,1,5196.95,514.30,5186.06,39.6587448,-78.0513077,6.21,21
1861.021,1,5196.95,514.30,5186.06,39.6587448,-78.0513077,6.21,21
1861.923,1,5205.60,513.70,5198.29,39.6587257,-78.0507889,6.03,20
1863.481,1,5205.60,513.70,5201.14,39.6587181,-78.0506592,5.42,20
1864.571,1,5218.59,512.80,5211.80,39.6586838,-78.0500717,5.45,21
1865.427,1,5224.08,512.42,5217.58,39.6586609,-78.0497589,5.79,20
1866.384,1,5233.77,511.75,5223.81,39.6586227,-78.0494537,6.05,19
1867.131,1,5235.50,511.63,5226.97,39.6585999,-78.0493088,6.32,20
1867.902,1,5241.00,511.25,5233.89,39.6585426,-78.0490189,6.49,19
1869.022,1,5241.00,511.25,5233.89,39.6585426,-78.0490189,6.49,19
1869.903,1,5254.77,510.30,5251.25,39.6583862,-78.0483627,6.83,20
1870.436,1,5260.14,509.93,5254.57,39.6583633,-78.0482407,6.71,21
1871.391,1,5262.02,509.80,5261.00,39.6583176,-78.0479965,6.51,20
1871.923,1,5267.39,509.43,5264.16,39.6583023,-78.0478821,6.42,20
1872.911,1,5271.46,509.15,5270.54,39.6582794,-78.0476456,6.39,19
1873.560,1,5277.56,508.73,5273.69,39.6582718,-78.0475235,6.38,19
1874.107,1,5281.20,508.48,5276.90,39.6582642,-78.0473938,6.43,19
1875.928,1,5292.84,507.68,5286.27,39.6582489,-78.0468216,6.21,20
1876.459,1,5296.19,507.45,5289.29,39.6582413,-78.0466614,6.18,20
1877.415,1,5302.31,507.03,5295.29,39.6582184,-78.0463562,6.21,21
1878.388,1,5307.85,506.65,5301.71,39.6581841,-78.0460434,6.47,21
1878.919,1,5307.85,506.65,5305.02,39.6581612,-78.0458984,6.56,21
1879.450,1,5315.14,506.15,5308.37,39.6581383,-78.0457458,6.61,22
1880.406,1,5321.28,505.73,5315.05,39.6580811,-78.0454559,6.45,22
1881.380,1,5325.22,505.46,5321.25,39.6580162,-78.0451813,5.93,22
1882.128,1,5328.88,505.21,5324.08,39.6579819,-78.0450439,5.82,22
1882.885,1,5332.97,504.93,5329.76,39.6579094,-78.0449066,5.81,21
1884.006,1,5332.97,504.93,5329.76,39.6579094,-78.0449066,5.81,21
1885.158,1,5332.97,504.93,5329.76,39.6577606,-78.0442581,6.55,21
1885.917,1,5355.96,503.36,5349.16,39.6577377,-78.0441132,6.40,22
1887.037,1,5355.96,503.36,5349.16,39.6577377,-78.0441132,6.40,22
1888.967,1,5375.04,502.06,5371.69,39.6576157,-78.0430298,6.68,21
1889.614,1,5379.01,501.79,5375.12,39.6576042,-78.0429077,6.70,21
1890.386,1,5383.12,501.51,5381.93,39.6575851,-78.0426712,6.73,21
1890.917,1,5386.36,501.29,5385.46,39.6575699,-78.0425568,6.82,21
1891.449,1,5388.57,501.14,5388.98,39.6575508,-78.0424423,6.89,21
1892.994,1,5394.45,500.74,5388.98,39.6575508,-78.0424423,6.89,21
1894.125,1,5398.14,500.49,5388.98,39.6575508,-78.0424423,6.89,21
1895.281,1,5398.14,500.49,5388.98,39.6575508,-78.0424423,6.89,22
1895.853,1,5420.55,498.97,5415.88,39.6572990,-78.0413818,6.47,22
1896.385,1,5422.77,498.82,5418.86,39.6572685,-78.0412292,6.28,22
1896.917,1,5426.46,498.57,5421.89,39.6572418,-78.0410767,6.18,22
1897.449,1,5426.46,498.57,5424.91,39.6572151,-78.0409241,6.14,22
1898.422,1,5432.37,498.17,5430.85,39.6571732,-78.0406036,6.03,22
1898.953,1,5434.30,498.04,5434.25,39.6571579,-78.0404510,6.33,22
1899.910,1,5441.55,497.55,5441.22,39.6571350,-78.0401535,6.74,21
1900.441,1,5444.51,497.35,5444.82,39.6571236,-78.0400085,6.91,22
1901.397,1,5455.62,496.60,5452.43,39.6570930,-78.0397491,7.26,22
1901.929,1,5458.58,496.40,5456.23,39.6570740,-78.0396194,7.34,22
1903.049,1,5458.58,496.40,5456.23,39.6570740,-78.0396194,7.34,22
1903.928,1,5473.42,495.40,5471.82,39.6570015,-78.0390930,7.60,21
1905.048,1,5473.42,495.40,5471.82,39.6570015,-78.0390930,7.14,21
1905.936,1,5486.05,494.55,5485.37,39.6569710,-78.0385971,6.20,22
1907.147,1,5491.26,494.20,5490.24,39.6569481,-78.0383835,5.43,20
1907.902,1,5496.02,493.88,5495.23,39.6569061,-78.0381699,5.39,20
1908.435,1,5500.49,493.58,5498.04,39.6568794,-78.0380554,5.54,20
1909.980,1,5501.54,493.51,5500.98,39.6568489,-78.0379333,5.54,20
1910.888,1,5514.95,492.61,5513.66,39.6567497,-78.0373764,6.17,20
1912.008,1,5514.95,492.61,5513.66,39.6567497,-78.0373764,6.17,20
1912.897,1,5524.96,491.94,5525.53,39.6566963,-78.0367813,5.95,20
1914.017,1,5524.96,491.94,5525.53,39.6566963,-78.0367813,5.95,20
1916.258,1,5544.69,490.62,5525.53,39.6566963,-78.0367813,5.95,20
1922.897,1,5590.47,487.57,5594.85,39.6565590,-78.0337982,7.49,22
1923.399,1,5596.79,487.15,5598.66,39.6565514,-78.0336456,7.51,22
1923.930,1,5599.05,487.00,5602.38,39.6565437,-78.0334930,7.44,22
1924.462,1,5599.05,487.00,5606.02,39.6565361,-78.0333328,7.34,22
1925.755,1,5610.65,486.23,5613.07,39.6565132,-78.0330353,7.12,22
1926.527,1,5618.49,485.71,5619.69,39.6564636,-78.0327454,6.68,22
1927.972,1,5618.49,485.71,5619.69,39.6564636,-78.0327454,6.68,22
1928.944,1,5626.80,485.16,5633.02,39.6563339,-78.0321198,6.77,21
1929.917,1,5639.95,484.29,5639.91,39.6563225,-78.0318832,6.69,21
1930.448,1,5638.13,484.41,5643.26,39.6563187,-78.0317535,6.75,21
1931.992,1,5642.52,484.12,5646.68,39.6563187,-78.0317535,6.75,21
1933.230,1,5663.73,482.72,5661.75,39.6563225,-78.0312347,7.45,21
1934.350,1,5663.73,482.72,5661.75,39.6563225,-78.0312347,7.45,21
1934.900,1,5671.62,482.20,5675.57,39.6563187,-78.0305023,6.55,22
1935.430,1,5675.87,481.92,5678.62,39.6563225,-78.0305023,6.55,22
1936.550,1,5675.87,481.92,5678.62,39.6563225,-78.0305023,6.55,22
1937.437,1,5691.38,480.90,5697.30,39.6563110,-78.0297165,7.68,21
1938.427,1,5695.18,480.65,5704.81,39.6562843,-78.0294495,7.50,20
1939.382,1,5705.38,479.98,5711.89,39.6562538,-78.0292053,7.23,20
1939.913,1,5709.50,479.71,5715.39,39.6562347,-78.0290909,7.16,20
1940.446,1,5713.31,479.46,5718.98,39.6562119,-78.0289612,7.19,20
1941.434,1,5717.43,479.19,5722.54,39.6561203,-78.0284195,6.66,20
1942.900,1,5727.05,478.56,5732.37,39.6560936,-78.0282669,6.51,20
1943.431,1,5732.70,478.19,5735.45,39.6560669,-78.0281143,6.50,19
1944.389,1,5734.99,478.04,5742.03,39.6560173,-78.0278091,6.84,19
1944.920,1,5741.42,477.62,5745.62,39.6560020,-78.0276566,7.00,19
1945.450,1,5743.71,477.47,5749.29,39.6559906,-78.0275040,7.13,20
1946.424,1,5750.14,477.05,5756.90,39.6559830,-78.0272064,7.31,20
